Reviewer Name,Review Content,Rating Score,Movie Link
Genis,"Ngắn gọn trong 2 từ là rất hay và ý nghĩa. Có lẽ là được remake từ một bộ phim nổi tiếng của nước ngoài nên kịch bản không nhiều lỗ hổng như phần lớn những phim Việt trong thời gian gần đây. Nhạc phim được chọn lựa kỹ lưỡng, phù hợp với mỗi phân cảnh khác nhau và đặc biệt là bài nào cũng hay, cũng ấn tượng, nhất là ca khúc Rực Rỡ Tháng Năm ở cuối phim. Dàn diễn viên đẹp và thể hiện xuất sắc được cá tính riêng của từng nhân vật . Các cảnh quay cực đẹp tái hiện một Đà Lạt của những năm 75 góp một phần rất lớn vào thành công của phim.

Không cần những ngôi sao khủng để câu khách mà chỉ cần một dàn diễn viên hợp lí cùng một kịch bản hoàn chỉnh là đủ để khiến khán giả đi xem lần thứ 2, thậm chí là 3.",9,https://moveek.com/review/thang-nam-ruc-ro/
Phạm Quang Hiển,"Thề. Nếu bạn đi xem rạp lần đầu mà đã xem tháng năm rực rỡ thì hầu hết nhưng phim sau xem đều cảm thấy không hay bằng. Nội dung được, âm thanh tuyệt vời, nhất là các bài hát trong phim.",9,https://moveek.com/review/thang-nam-ruc-ro/
Grewi,"Một bản sao y không hoàn chỉnh với những khoảng lặng gãy khúc cùng những pha hài dai dẳng. Dàn diễn viên trẻ tuổi (trừ Hoàng Oanh) thay nhau cường điệu diễn xuất để cố gắng bắt chước tính cách của các nhân vật bản gốc trong một nỗ lực nhạt nhòa. Những đoạn chuyển cảnh không nhịp nhàng với nền bối cảnh thiếu liên kết. Nhưng sau tất cả, khi những ca từ cuối cùng vang lên, người xem chợt cảm thấy bị níu kéo bởi điều gì đó. Một cảm xúc khó tả trong một bộ phim thành công của Nguyễn Quang Dũng.",8,https://moveek.com/review/thang-nam-ruc-ro/
Ngô Thanh Hiền,"Ngoài dàn diễn viên hợp lí ra thì nội dung phim thật sự gây thất vọng. Nếu nói xem để thấm lại 1 cái gì đó thì phim không hề làm được, cả phim cứ liên tục bắn ra các chi tiết nhưng không hề có sự logic với nhau. Bộ phim xem xong chỉ với 3 từ: xem - cười - quên luôn. Đúng là trong bất cứ điều gì, truyền thông luôn quan trọng. Bộ phim này đã làm được điều đó, gây tò mò cho khán đến xem và chấm hết!",1,https://moveek.com/review/thang-nam-ruc-ro/
Trần Đăng Nhất,"Tôi cảm thấy bộ phim lật mặt 3 chàng khuyết có nhiều điểm nột hơn so với lật mặt 2, nhiều diễn viên hay hơn, nhiều cảnh tượng việt nam đẹp mắt, hùng vĩ được tác giả tóm gọn lại chỉ trong vài tiếng đồng hồ. Theo như cảm nhận của người tôi, họ cho rằng, bộ phim chẳng có gì đặc biệt, nhưng trái chiều với ý kiến này, tôi lại không có cảm nhận như vậy. Tóm lại, tôi thấy phim thật hay!",10,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
kkpham,"Tốn 75k coi ở CGV xong ra chỉ muốn cào mặt ăn vạ với mấy bạn nhân viên rằng, Ủa giờ cho xin lợi 50k được không. 50k thôi. Cả bộ phim là một mớ hỗn độn không thể nào cười nổi. Mệt mỏi và đầy những chi tiết nhảm nhí. Được cái gần cuối phim lấy lại được mạch và đẩy lên cao trào ổn. Twist lộn tùng phèo nhưng cũng chấp nhận được.",4,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
xuanthaonguyen1206,"Phim rất hay, hài cảm động không nhảm như mấy phim khác , nên coi.",9,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
Hiền Yoo,"phim cười bể bụng, nhất là cái đoạn con rắn cũng bị say sóng :)))",10,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
Trần Thiên Bảo,"Phim có nội dung hay, yếu tố hài pha lẫn chút nước mắt...",9,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
Hoàng Dung,"Phim rất hay, nội dung quá tuyệt vời. 2/3 bộ phim có tính giải trí cao, hài nhưng không nhảm như nhiều phim khác. Phần cuối rất cảm động, xem mà không cầm được nước mắt.",10,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
Phan Hậu,không biết sao với mấy bạn chứ mình thấy kết nó chả dính dáng tới mở đầu phim sao sao á,5,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
Mimicute,Cô nene nên lồng tiếng lại,4,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
Khánh Minh Nguyen,"Phim nhiều lúc cười nhiều lúc lại buồn, cảm xúc lẫn lộn. Nói chung hay",7,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
Hoàng Linh,Phim hay lắm!,10,https://moveek.com/review/lat-mat-3-ba-chang-khuyet/
kkpham,"Sau biết bao lần mất niềm tin vào phim Việt, cuối cùng cũng có một bộ phim làm tôi thấy bắt đầu hi vọng lại vào phim nước nhà. Câu chuyện phim không mới, nó nhẹ nhàng, lãng đãng buồn và trữ tình. Nhưng nó được làm bởi một ekip trẻ, một ekip không có gì hơn ngoài trái tim đam mê và sức trẻ. Chính vì vậy, xem phim, bạn sẽ phải thán phục trước độ khó khăn mà cả đoàn phim dám đương đầu.
Dẫu cách sắp xếp và nội dung phim vẫn còn nhiều điều bàn cãi và chưa thật sự ấn tượng như những gì tôi nghĩ tới ở dòng “phim độc lập”, nhưng có sao mọi thứ ở phim đều đã dừng lại ở sự tròn trịa duyên dáng. Tôi tin vậy là đủ.",7,https://moveek.com/review/nham-mat-thay-mua-he/
pk_4183,"Phim hay, nội dung ý nghĩa, lại nhiều cảnh đẹp của Nhật Bản.",10,https://moveek.com/review/nham-mat-thay-mua-he/
Khánh,"Hay lắm
Ý nghĩa lắm
Khá phù hợp với những ký ức của mình đã trải qua
Có sự đồng điệu",10,https://moveek.com/review/nham-mat-thay-mua-he/
Chi Pham,Hay. Ý nghĩa. Đáng xem ❤️,9,https://moveek.com/review/nham-mat-thay-mua-he/
thivo197,"Thành phẩm tuyệt vời của tuổi trẻ và tâm huyết.
Một bữa tự dưng thấy trailer phim, mình xem, và tự hứa nhất định sẽ xem bộ phim này. Và mình không thất hứa chút nào, thậm chí mình đã xem lại lần thứ 3, vì nhiều lí do.
Đầu tiên là đẹp. Từng khung hình. VÌ phim quay ở thị trấn được mệnh danh là ""Town of photography"" - Thị trấn nhiếp ảnh của Nhật Bản. Về nội dung thì cá nhân mình cảm thấy vừa đủ sâu sắc, vui, mà cũng vừa đủ buồn để tạo những lắng đọng lại cho người xem. Diễn xuất đến từ những cái tên rất lạ, hầu như rất rất ít người biết tới, tuy vẫn còn đôi chỗ gượng gạo nhưng đã đủ để bộc lộ nhân vật. Và về Takafumi, ánh mắt rất tuyệt vời, làm mình thấm tới từng cảm nhận của nhân vật, về vui, và về những nỗi đau, những nghĩ ngợi phía sau đó.
Cảm ơn bộ phim rất nhiều vì đã giúp mình sống lại với những điều tưởng như đã quên mất, những nỗi sợ mà lâu thật lâu chưa có ai gợi dậy, và hơn cả là nhen nhóm cho mình một chút mơ mộng về những câu chuyện tương lai.
Vậy nên, sao lại không ủng hộ cho những tâm huyết ấy nhỉ?",9,https://moveek.com/review/nham-mat-thay-mua-he/
Trần Lại Ngọc Tuyền,"Mình không tính đi xem phim vì biết chắc nội dung sẽ rất buồn, nhưng nhỏ bạn muốn xem nên cuối cùng mình cũng đi.

Nội dung phim hơi mang chút ""màu sắc"" vốn có của phim Nhật, nhưng không hề khó hiểu, tình tiết phim khá dễ đoán, câu chuyện ổn, đủ lấy nước mắt người xe, đủ để day dứt vào lắng đọng. Trong phim còn có một bài hát mà từ nhỏ hầu như ai cũng từng nghe, khi lời bài hát đó cất lên đã khiến nguyên rạp ngồi khóc nức nở...

Mỗi lần ""Nếu một ngày..."" xuất hiện là yếu tố hình thành nên cảm xúc cho phim và chuyện tình yêu của đôi nam nữ chính.
- Phim không chỉ có tình yêu, nó còn có cả tình cha con và những người yêu quý bên cạnh đáng để ta nâng niu và trân trọng. Thay vì khư khư giữ lấy, chi bằng hãy học cách thứ tha và đón nhận.

Về phần diễn viên, mình thấy diễn khá ổn, nữ chính tuy chưa diễn tốt nhiều phân đoạn nhưng diễn cảm xúc hay, còn nam chính hơi đơ, các vai phụ tròn và an toàn nên không nhận xét nhiều.
Tình tiết phim nhẹ nhưng hơi trì, chưa đủ độ cao trào nhưng vẫn có thể tạo cảm xúc cho người xem - Đặc biệt là con bạn đi chung, nó khóc từ đầu tới cuối. Cơ mà kết buồn nên đau lòng quá... Cảnh quay phim đẹp, màu sắc phim cũng đẹp luôn. Ai ghiền máy chụp film mà không đi xem thì hơi tiếc á. Hehe...",7,https://moveek.com/review/nham-mat-thay-mua-he/
Glass Mask,"Nội dung ý nghĩa, tình tiết ổn, chạm đến cảm xúc khán giả. Cảnh quay chất, đẹp. Tất cả nhẹ nhàng nhưng rất lắng đọng.
Nhưng với cách lồng ghép bi kịch trong bi kịch đòi hỏi chính xác hơn những cảnh cần để cảm xúc khán giả đạt đúng ý đồ. Bi kịch chính và phụ phải rõ ràng.",7,https://moveek.com/review/nham-mat-thay-mua-he/
Nguyễn Thùy Dương,"Có một ngày, tôi coi một bộ phim không ""bom tấn"", không ""kịch tính"", không ""hoàn hảo"" nhưng lại không muốn rời khỏi rạp cho tới cuối cùng. Không biết những bạn khác buồn ngủ kiểu gì nhưng mình sẽ coi lại phim lần nữa, chắc chắn.",10,https://moveek.com/review/nham-mat-thay-mua-he/
Hảo Huỳnh,"Cảnh đẹp, nhạc hay, diễn viên diễn xuất tốt. Phim vừa nhẹ nhàng, dễ thương, vừa tình cảm sâu lắng. Nhịp phim chậm, nên ko hợp với những bạn ko thích xem phim tình cảm kiểu thuần khiết đâu. Xem xong phim này chắc bạn cũng sẽ gục ngã trước cô nàng nhân vật chính như tuiii ❤️ Hay lắmmm. Lúc đầu định ko xem đâu, nhưng xem xong lại thấy rất đáng đồng tiền.",10,https://moveek.com/review/nham-mat-thay-mua-he/
Rain Lee,"Đi coi đi, đi coi đi, đi coi đi. k phí 50k đâu... phim dth xỉu, cảnh quay suất sắc , diễn viên dth... phim k gay cấn, cơ mà dth lắm... lắng lòng lại thả trôi theo phim thôi...
Định k vote mà thấy nhiều bạn vote phim nhạt nên phải vô nói. Tùy cảm nhận người coi. Cơ mà tui thấy phim đáng coi vl. Maybe có thể đi coi thêm lần nữa",9,https://moveek.com/review/nham-mat-thay-mua-he/
Vũ Đạm Nhiên,"CẢM XÚC, LƯNG CHỪNG VÀ TIỀM NĂNG

Điểm 6.5. Do không có điểm phẩy nên bấm vào 7 sao.

Phim có mở đề rõ. Hồi 1 phát triển đúng mở đề. Sang hồi 2 mở ra 1 mở đề khác. Và không khép lại vào hồi 3. Phim vì vậy có quá nhiều nội dung chủ đạo khiến người xem phân tán.

Màu phim đẹp dễ gây cảm giác u hòai về 1 thời quá vãng. Âm thanh được đầu tư lớn. Nhạc soạn lời lẫn không lời đều đáng nghe.

Diễn xuất tốt, thọai duyên.

Tiếc là phim không định rõ thể tài và đối tượng nên gây cảm giác lưng chừng. Dẫu vậy phim cho thấy tiềm năng rất lớn từ đạo diễn. Cách dựng phim tạo được dư lượng cảm xúc lớn. Hy vọng anh sẽ rút kỹ kinh nghiệm này để có phim sau tốt hơn.

#Nhiên",7,https://moveek.com/review/song-lang/
Huỳnh Minh Quang,Quá điện ảnh,10,https://moveek.com/review/song-lang/
doquyendo,"Nếu bạn là người yêu nghệ thuật và cái đẹp, hãy đi xem ngay khi có thể. Những cảm xúc tôi đã có với Song Lang cứ day dứt mãi không nguôi. Thi thoảng lại trở về. Như cảm xúc với một người tình cũ. Trừ khi tôi mất trí nhớ hay tạm thời quên, thì Song Lang là tác phẩm điện ảnh hay nhất trong thời gian 10 năm trở lại đây của điện ảnh Việt Nam. Đó là Cái đẹp của nghệ thuật. Cái đẹp của cảm xúc. Cái đẹp của sự kết nối tâm hồn và tâm hồn. Cái đẹp của chiều sâu và sự tinh tế. Cảm ơn Leon Le!",10,https://moveek.com/review/song-lang/
LinhLan08,"Issac đẹp trai, hát hay, diễn tốt. Phim đc đầu tư chỉnh chu và tỉ mỉ về nội dung lẫn hình thức. Nhẹ nhàng và khá buồn. Làm phim có tâm.",8,https://moveek.com/review/song-lang/
Ly Khánh,"Quá tuyệt vời cho một bộ phim.
Hãy đến rạp xem ngay nha mọi người",10,https://moveek.com/review/song-lang/
Khanh Hoang,,7,https://moveek.com/review/song-lang/
kkpham,"Lâu lắm rồi mới đi coi đc một bộ phim đẹp ở bối cảnh, chỉn chu trong cắt dựng, ẩn ý trong nội dung và hài hoà trong diễn xuất. Hôm đi coi Song Lang, rạp không có quá nhiều người, tuy nhiên, khi phim đã kết thúc, không có lấy một người bỏ ra về vội. Ai cũng đều nán lại xem credit cũng như để cảm xúc dang dở mà phim mang lại từ từ thẩm thấm vào trong người. Đây quả thật là một tín hiệu đáng mừng cho phim Việt. Và phim Việt cần thêm cần lắm cần nữa những bộ phim công phu lấy cảm xúc người xem như thế này.",8,https://moveek.com/review/song-lang/
Như An,,10,https://moveek.com/review/song-lang/
VLynd,"Một vẻ đẹp hoà quyện với nỗi buồn một cách tinh tế. Từng khung hình đẹp thật sự, phảng phất nỗi buồn man mác. Nhịp phim chậm, ko hối hả như nhịp sống ngày xưa. Lồng ghép vở cải lương Mị Châu Trọng Thuỷ với diễn biến thật ăn khớp.",9,https://moveek.com/review/song-lang/
Phuc Phan,"vừa vui vừa ý nghĩa. Nhiều khi đặt câu hỏi có phải con gái thời nay đang cần một chàng vợ như thế k, thời buổi kt là chính, con người trở nên rất thực dụng, chỉ nghĩ cho cái lợi ích của bản thân mà quên đi những điều đơn giản, mà chính những điều đó mới là giá trị của cuộc sống. Còn dàn diễn viên thì khỏi chê, tóm lại là quá xuất sắc!!",10,https://moveek.com/review/chang-vo-cua-em/
Đại Kim,"Hay nên coi, nhịp điệu vừa phải, hài nhẹ nhàng tinh tế,",7,https://moveek.com/review/chang-vo-cua-em/
Kitty130615,"đã xem, cười rụng rốn",8,https://moveek.com/review/chang-vo-cua-em/
Pham Ba Thang,,6,https://moveek.com/review/chang-vo-cua-em/
Dinhquy,"Phim chất lượng, hài thì cười muốn té ghế, cảm động thì rớt nước mắt. Rất đáng xem ủng hộ nền điện ảnh Việt và anh Thái Hòa.",10,https://moveek.com/review/chang-vo-cua-em/
Khoa Đăng,"Có thể nói sau tuyệt phẩm Tèo Em thì Thái Hòa trở lại với hình ảnh một ""chàng vợ"" hoàn hảo đến khó tin, nhân vật đưa người xem đến với muôn vàn cảm xúc, nhưng đặc biệt đó là những điều giản đơn mà ta bắt gặp hằng ngày, không cao sang, không xa xỉ. Bộ phim hội tụ đầy đủ các yếu tố hài hước và nhân văn. Không lạ với doanh thu bức phá và những comments đầy khen ngợi.
Dài dòng vầy thôi chứ film hay vl í :3 45k xứng đáng hị hị :3",10,https://moveek.com/review/chang-vo-cua-em/
Bùi Trà Uyên,Phim hài mà hay nữa...đi coi đi mấy bạn...nhạc phim cũng dễ thương quá trời,10,https://moveek.com/review/chang-vo-cua-em/
Trang Ủn,Cười từ đầu đến cuối phim luông??,10,https://moveek.com/review/chang-vo-cua-em/
vudinhdo,"Phim dễ thương và duyên dáng. Lâu lắm rồi mới được cười nhiều như vậy. Tình tiết hợp lý, cốt truyện rất phong phú. Rất thích nam chính và nữ chính, đặc biệt nhân vật nữ chính rất giống vài người bạn của mình, tham làm việc quên cả ngày đêm. Kkk!",10,https://moveek.com/review/chang-vo-cua-em/
Nhut225,"Phim dễ thương, mới đầu coi chưa vô cảm xúc do diễn viên vai em Út diễn hơi yếu! Càng về sau thì phim diễn biến thu hút hơn. Có Thái Hoà là biết phim có những miếng hài không làm phim nhàm chán. Theo cá nhân cảm nhận phim xây dựng lấy chủ đề gia đình là chính (càng về cuối phim càng thấy rõ nội dung này) nhưng không quá lố, đủ để chạm đến khán giả. Diễn xuất của các diễn viên ổn! Thái Hoà lúc đầu nhìn thì nghĩ cũng một màu như những phim trước nhưng về sau thì tìm ra được cái khác biệt. Đặc biệt trong phim xuất hiện nhiều diễn viên quần chúng đặc biệt! Ai yêu chó sẽ xuýt xoa cả buổi, ra về còn bình muốn ôm một con về nuôi nếu được. Tóm lại, phim không nhảm, đáng để dẫn người yêu và bạn bè đi xem!",10,https://moveek.com/review/chang-vo-cua-em/
Mai Thảo Nguyên,"Film nhẹ nhàng, tình cảm dễ thương hay hơn mình nghĩ. Đặc biệt nam chính quá đẹp trai",9,https://moveek.com/review/mua-viet-tinh-ca/
lanngoc23910,"Phim ngôn tình, thanh xuân. Có đủ cả thời sinh viên, tuổi trẻ nông nổi. Xem khá hay, nội dung ổn, nhạc có nhiều bài hát cũ được làm lại tốt. Diễn viên đạt chỉ có Phan Ngân còn đơ. Phim hay, đáng ủng hộ của phim việt.",10,https://moveek.com/review/mua-viet-tinh-ca/
vudinhdo,"Phim dễ thương, ngọt ngào. Isaac đẹp trai, hát hay. Phan Ngân nhìn sexy, quyến rũ, giọng nói nghe rất trong trẻo như tiếng đàn.
Cảnh báo: Fa không nên đi xem, vì khi xem xong bạn sẽ rất muốn có một người để ôm, hôn. :)",10,https://moveek.com/review/mua-viet-tinh-ca/
tronganh230910,"Phim về tuổi trẻ, tình yêu, âm nhạc. Nhạc phim hay, cảnh quay đẹp. Diễn xuất ổn toàn trai xinh gái đẹp.",10,https://moveek.com/review/mua-viet-tinh-ca/
Minh Tâm,"Đã xem và rất yêu thích phim. Nhạc hay, vũ đạo đẹp. Diễn tốt, nội dung dễ thương, hài hước nhẹ nhàng. Toàn trai xinh, gái đẹp. Phim đáng xem mùa lễ này",10,https://moveek.com/review/mua-viet-tinh-ca/
Thi Anh Nguyen Thi,"Đã xem.
Phim tốt hơn mong đợi khá nhiều.
Âm nhạc và vũ đạo của phim cuốn hút, các bài hát quen thuộc được chọn lựa lồng ghép vào tình huống rất tốt. Diễn viên ổn, thoại trong phim được làm tốt, đối đáp hài hước. Ai chưa xem nên đi xem.",9,https://moveek.com/review/mua-viet-tinh-ca/
Duy Khang,"Phải nói phim âm nhạc đúng nghĩa luôn. Bộ phim là một bữa tiệc âm nhạc đầy màu sắc. Phim nội dung ổn, thoại tốt, dàn cast diễn xuất tốt, có Phan Ngân hơi đơ nhưng được cái đẹp bất chấp. Phim giải trí tốt. Fan Isaac thì phải xem rồi. Nói chung phim ổn hơn mình tưởng tượng rất nhiều.",9,https://moveek.com/review/mua-viet-tinh-ca/
Nguyễn Minh Triết,"Âm nhạc và tuổi trẻ. MVTC là bộ phim cho những người trẻ, những người đang khát khao thể hiện bản thân, những người yêu và được yêu.Nhạc trong phim nghe rất được, cảnh quay đẹp, diễn xuất ổn. Phim giải trí tốt hơn mình mong đợi.",10,https://moveek.com/review/mua-viet-tinh-ca/
Phạm Thư,"Phim hay hơn mình nghĩ. Cảnh Mũi Né lên phim rất đẹp, nhất là những đoạn FlyCam. Âm nhạc trong phim được làm rất tốt, nhiều cảm xúc. Isaac diễn tốt, Phan Ngân hơi đơ, nhưng mặt rất ăn hình. Thoại tốt nhiều đoạn gây cười. Giọng hát chú Chí Tài rất hay.",9,https://moveek.com/review/mua-viet-tinh-ca/
Maii,"Phim tạm ổn, Isaac vs Hoàng Phi là điểm sáng của phim, nhưng mà thoại nhiều đoạn quá ngô nghê làm hỏng diễn xuất của Isaac. Bỏ nữ chính đi là ổn, vai của Phan Ngân vừa nhạt vừa diễn dở. 50% tình tiết ổn, 50% còn lại làm không tới khiến nó vừa gượng gạo, vừa tức cười, vừa phi lý. Nhạc okay nhưng mà bài chủ đề không hay lắm.",6,https://moveek.com/review/mua-viet-tinh-ca/
cyrusvu308,"Phim xuất sắc nha, lúc xem trailer nhìn thì thấy bình thường trừ nhạc phim ma mị thì thấy cái trailer nó có hồn một chút nhưng thực sự khi vào xem phim thì có thể nói mình ko thể rời mắt khỏi phim từng phút từng giây nào hết. Phim twist lật như bánh tráng khiến mình không thể đoán đc chuyện gì sẽ xảy ra tiếp theo, kịch bản thì quá best khiến mình ko thể ngờ đến đc. Phim có ý nghĩa nhân văn rất sâu sắc nha mọi người, phản ánh cả tình trạng của xã hội ngày nay cả đời thực lẫn trên mạng xã hội. Phải động não mới có thể ghiền ghẫm hết đc, các chi tiết coi để ý rất xâu chuỗi nhé. Coi xong mình bị ám ảnh đến 1 tuần bởi cái kịch bản của phim, thường thì mình chỉ bị vậy khi xem mấy thể phim của nước ngoài vì đó giờ cực kỳ ghét phim VN nhưng nói thật đây là bộ phim làm mình cứ mang máng trong đầu bởi cốt truyện của nó và mình chắc chắn sẽ đi coi lại lần 2. Thường nếu những phim có kết mở đã đc xem là hay thì phim này dường như ko thể đoán đc cái kết, và cái best của đạo diễn là khiến cho trong mỗi người xem phim sẽ nghĩ ra 1 cái kết khác nhau cho phim này, đó là một bước tiến nổi bật khiến cho phim này có thể có cơ hội vượt ra khỏi thế giới.
Ở đây mình cũng muốn nói các bạn chê phim dở xàm này nọ, khi các bạn ko hiểu nó hết cặn kẽ tại vì các bạn ko hiểu chứ ko có nghĩa là nó dở và phim này cũng chẳng có mùi hay đạo gì của Friend Request hay Unfriended nhá. Rồi 1 số người nói phim ma ko ra ma trinh thám ko ra trinh thám. Xin thưa, phim này đúng thật 30p đầu có cái mác và mùi kinh dị nhưng về sau nó mang cái mảng thriller (tâm lý giật gân) rõ ràng nha. Và đó là màn lật xuất sắc của phim khá giống vs kiểu các của những phim Hollywood. Trước khi đi coi phim nên luyện trước phim nước ngoài đi rồi hãy rinh cái não đi coi
P/s : Các bạn còn lại nếu dự định đi xem thì hãy đi xem bình thường đi nha, đừng vì những review chê này nọ mà đắn đo. Mình nghĩ các bạn nên tự đi coi để có cái cảm nhận của riêng mình. Cũng giống như khi các bạn đánh giá 1 con người vậy, đừng chỉ vì vẻ bề ngoài hay nghe lời nói của người khác mà vội kết luận. Cần phải tiếp xúc vs người đó bằng cảm nhận của chính mình thì mới hiểu rõ đc. Chốt là phim này điểm IMDb trên mạng trên 7.0 nha !",10,https://moveek.com/review/loi-ket-ban-chet-choc/
Bubucute,"Phim hay. Cốt truyện rất chặt chẽ xâu chuỗi tình tiết phim từ đầu đến cuối, các phân cảnh ko dư thừa chút nào. Theo mình là đều có ý đồ riêng cả. Nếu bạn nào đủ thông minh để giải mã phim, sẽ thấy phim ko hề nhạt. Thông điệp của phim rất rõ ràng. Nhưng cách kể, cách xây dựng nội dung sẽ làm các bạn thấy khó hiểu ở việc giải thích Dream Man là ai. Đây là bộ phim mà sau khi xem xong, mình vẫn muốn xem lại vài lần vì ấn tượng với cách kể của đạo diễn, và xem lại để hiểu hơn nữa. Sự kinh dị, rùng rợn được chuyển tải đến người xem bằng các cảnh phim mang tính tâm lí, có phần trừu tượng, sợ trong vô thức, có phần gây ám ảnh bởi ai ai cũng đều dùng mạng xã hội như một thói quen. Sự kinh dị ko thể hiện bằng cách hù doạ kiểu rõ ràng bởi 1 vật thể nhất định như ma quỷ hay tiếng động lạ. Phim này mình sợ vì ảo giác mà Thanh Duy gặp phải. Ảo giác của nhân vật chính rất phức tạp bởi cậu ấy quá lạm dụng mạng xã hội và ít giao tiếp với m.n xung quanh chăng? Phim được chỉnh sửa rất nhiều lần trong suốt 3 năm, mình nghĩ đạo diễn hẳn phải rất chú tâm vào việc bố trí các cảnh phim sao cho chặt chẽ, thể hiện nút thắt mở phim. Với mình, bộ phim mà khi xem xong làm mình luôn muốn xem lại, về nhà vẫn còn suy nghĩ đến mãi, là bộ phim rất thành công trong việc xây dựng các cảnh phim và thể hiện tốt nội dung. Về diễn xuất mình thấy rất ổn. Lời thoại đều có ngụ ý cả. Tóm lại, mình rất thích phim này.",10,https://moveek.com/review/loi-ket-ban-chet-choc/
503522570145484,"Dream Man - Lời kết bạn chết chóc
Lần đầu tiên dám đi xem một bộ phim kinh dị, nói vậy chứ phim cũng không hẳn là thiên về kinh dị nhiều chỉ là một số phân cảnh làm giật mình >< mà phải nói phim hack não quá ?
Dream Man có thể chưa gọi là xuất sắc nhất với tất cả mọi người nhưng thiết nghĩ thì nó đáng xem, phim khai thác đề tài có phần quen thuộc nhưng không bao giờ là cũ là lối sống ảo trên Mạng Xã Hội. Cụ thể hơn là bộ phim nói về mặt trái của mạng xã hội gây hại cho những người sử dụng nó và một chút yếu tố rùng rợn gây cho tò mò về Dream Man là ai và tại sao có thể cướp đi mạng người khi kết bạn với Dream Man. Một bộ phim hack não đúng chất xen lẫn gì đó kinh dị gây cấn phơi bày bộ mặt thật của xã hội bây giờ, sự tham vọng và sự tàn nhẫn của con người đến mức có thể bất chấp việc bán đứng bạn bè của mình.
Dream Man đưa người xem từ bất ngờ này sang bất ngờ khác với kịch bản ít có hack não. Bạn nào thích plot-twisted thì có lẽ phải há hốc mồm khi xem, nếu ai nghĩ mình đoán được kết phim khi mới qua được cú twist đầu tiên thì sai lầm, còn nhiều cái nữa đang chờ bạn ở phía trước đấy.",10,https://moveek.com/review/loi-ket-ban-chet-choc/
Hoàng Sỹ,"Phim theo phong cách làm người xem phải tự suy ngẫm. Tuy nhiên, kịch bản chưa đạt đến độ - vẫn còn nhạt quá.",4,https://moveek.com/review/loi-ket-ban-chet-choc/
Grewi,"Với một kịch bản chặt chẽ không dư thừa cùng cách kể chuyện thông minh khéo léo hiếm gặp ở phim Việt Nam, Dream Man: Lời kết bạn chết chóc là một bộ phim xứng đáng được nhắc đến nhiều khi các cuộc bàn luận rằng 2018 có thực sự là một năm chất lượng của điện ảnh Việt Nam. Dẫu vậy, nếu ai kì vọng cao vào Thanh Duy sẽ thất vọng phần nào vì một nhân vật chính quá khó để làm hài lòng khán giả.",7,https://moveek.com/review/loi-ket-ban-chet-choc/
PrinceZac,"Kịch bản mới lạ, cách làm phim thông minh và đặc biệt là xử lý các chi tiết nhỏ (điểm mà các phim Việt thiếu hiện nay) rất tốt. Đáng xem.",8,https://moveek.com/review/loi-ket-ban-chet-choc/
Mary Nguyễn,phim hay giật mình nhưng hơi khó hiểu! tối về ko ngủ đc vì sợ ma,9,https://moveek.com/review/loi-ket-ban-chet-choc/
Lan Anh,Phim hay lắm luôn ạ❤️Em xem nhiều lần r??Thích nhất là anh Phong bởi vì e là Fire?,10,https://moveek.com/review/loi-ket-ban-chet-choc/
Loanlazy,"1 bộ phim hay đến lạ lùng, hay đến nỗi chú ý tới cuối vẫn thấy nhạt nhẽo -_-",5,https://moveek.com/review/loi-ket-ban-chet-choc/
SarahTran,"Trước khi đi xem phim mình đã lo sợ đây sẽ lại là một phim dinh dị nhảm của Việt Nam, với dàn diễn viên ngoài Thanh Tú ra thì mình không có niềm tin cho lắm. Nhưng mà khi xem thì mới thấy mình quá sai lầm!
Nửa đoạn đầu mình còn nghĩ phim gì mà xàm vậy, tới nửa đoạn sau thì phải công nhận kịch bản thông minh và sáng tạo quá trời (dĩ nhiên là mình đang so với mặt bằng chung của phim Việt). Thật sự là hiếm thấy có phim Việt nào có được cốt truyện rành mạch, chặt chẽ và thông điệp rõ ràng như này. Đặc biệt là ý tưởng phim phản ánh đúng xã hội và giới trẻ hiện giờ, thông điệp về tình bạn, mạng xã hội, các mối quan hệ ảo...rất đáng suy ngẫm.
Diễn viên ai đóng cũng hay hết, rất tròn vai. Thanh Tú lại một lần nữa chứng minh cô là nữ diễn viên triển vọng của màn ảnh Việt hiện giờ. Thanh Duy thì phải nói là diễn xuất sắc. Đàm Phương Linh và Anh Tú thì trước đó mình không có cảm tình cho lắm vì đóng trong Bao Giờ Hết Ế thật sự thảm hoạ, nhưng trong phim này lại thể hiện rất tốt.
Trên đây không chấm 7.5 được, nên sẽ chấm 8/10 để ủng hộ điện ảnh nước nhà.",8,https://moveek.com/review/loi-ket-ban-chet-choc/
davidtrang,Xem đi xem lại 3 lần =))) đủ biết hay hay không rồi,10,https://moveek.com/review/cua-lai-vo-bau/
